-147.5	62.5
-152.5	57.5
-142.5	57.5
-162.5	67.5
-152.5	67.5
-142.5	67.5
-157.5	67.5
-87.5	32.5
-92.5	37.5
-92.5	32.5
-72.5	-42.5
-72.5	-37.5
-67.5	-52.5
-62.5	-52.5
-72.5	-47.5
-72.5	-52.5
147.5	-42.5
12.5	47.5
-112.5	32.5
-107.5	37.5
-112.5	37.5
-107.5	32.5
-7.5	57.5
-117.5	37.5
-62.5	12.5
-2.5	57.5
2.5	52.5
-7.5	52.5
52.5	17.5
47.5	12.5
-87.5	12.5
-117.5	32.5
-122.5	37.5
-122.5	42.5
-67.5	57.5
-137.5	67.5
-62.5	57.5
-62.5	42.5
-77.5	47.5
-72.5	47.5
-67.5	47.5
-117.5	52.5
-112.5	57.5
-122.5	47.5
-127.5	67.5
-127.5	62.5
-82.5	47.5
-112.5	52.5
-112.5	47.5
-132.5	67.5
-117.5	47.5
-117.5	67.5
-102.5	62.5
-137.5	62.5
-92.5	57.5
-77.5	57.5
-127.5	52.5
-97.5	47.5
-77.5	37.5
-72.5	-32.5
112.5	32.5
7.5	47.5
-107.5	42.5
-102.5	37.5
-72.5	42.5
-87.5	22.5
107.5	27.5
-92.5	2.5
107.5	-77.5
32.5	27.5
32.5	62.5
27.5	62.5
27.5	67.5
-72.5	82.5
-37.5	72.5
-67.5	67.5
-82.5	77.5
-62.5	-72.5
-57.5	-62.5
112.5	-67.5
42.5	-82.5
-147.5	-82.5
-47.5	77.5
-47.5	67.5
-82.5	27.5
2.5	47.5
7.5	42.5
-82.5	32.5
22.5	37.5
-77.5	17.5
-87.5	17.5
-142.5	62.5
-67.5	62.5
-92.5	42.5
-117.5	42.5
-112.5	42.5
-87.5	42.5
-87.5	37.5
72.5	37.5
77.5	32.5
147.5	-17.5
12.5	42.5
37.5	32.5
-97.5	37.5
112.5	-27.5
-82.5	37.5
27.5	-22.5
117.5	37.5
-82.5	7.5
-157.5	-22.5
-22.5	67.5
-17.5	62.5
-12.5	62.5
2.5	62.5
7.5	62.5
12.5	62.5
17.5	62.5
22.5	62.5
37.5	62.5
-17.5	67.5
-17.5	57.5
2.5	57.5
7.5	57.5
12.5	57.5
17.5	57.5
22.5	57.5
27.5	57.5
32.5	57.5
37.5	57.5
12.5	67.5
-17.5	52.5
-2.5	52.5
7.5	52.5
12.5	52.5
17.5	52.5
22.5	52.5
27.5	52.5
32.5	52.5
17.5	67.5
37.5	52.5
-7.5	47.5
-2.5	47.5
17.5	47.5
22.5	47.5
27.5	47.5
32.5	47.5
22.5	67.5
37.5	47.5
-12.5	42.5
-7.5	42.5
-2.5	42.5
2.5	42.5
17.5	42.5
22.5	42.5
27.5	42.5
32.5	42.5
37.5	42.5
-7.5	37.5
-2.5	37.5
2.5	37.5
7.5	37.5
12.5	37.5
17.5	37.5
27.5	37.5
32.5	67.5
32.5	37.5
37.5	37.5
37.5	67.5
-22.5	62.5
32.5	-12.5
-67.5	42.5
-102.5	27.5
-102.5	17.5
-107.5	27.5
-107.5	22.5
-97.5	17.5
-97.5	22.5
-87.5	47.5
-82.5	42.5
-92.5	47.5
102.5	52.5
107.5	47.5
97.5	47.5
112.5	47.5
-62.5	67.5
-7.5	32.5
-77.5	-2.5
-107.5	47.5
-77.5	32.5
-102.5	47.5
-102.5	42.5
172.5	-47.5
172.5	-37.5
172.5	-42.5
177.5	-37.5
167.5	-47.5
177.5	-42.5
167.5	-42.5
-97.5	32.5
-77.5	42.5
107.5	32.5
102.5	72.5
37.5	-7.5
157.5	57.5
107.5	72.5
147.5	67.5
17.5	-32.5
87.5	72.5
97.5	32.5
87.5	27.5
97.5	27.5
42.5	67.5
52.5	67.5
57.5	67.5
62.5	67.5
67.5	67.5
72.5	67.5
92.5	72.5
77.5	67.5
82.5	67.5
87.5	67.5
92.5	67.5
97.5	67.5
112.5	67.5
117.5	67.5
122.5	67.5
127.5	67.5
132.5	67.5
137.5	67.5
152.5	67.5
-117.5	62.5
-112.5	62.5
112.5	72.5
42.5	62.5
52.5	62.5
57.5	62.5
117.5	72.5
127.5	62.5
132.5	62.5
137.5	62.5
147.5	62.5
152.5	62.5
157.5	62.5
-137.5	57.5
-132.5	57.5
-127.5	57.5
-122.5	57.5
127.5	72.5
-72.5	57.5
-122.5	52.5
132.5	72.5
-77.5	52.5
-72.5	52.5
-67.5	52.5
-62.5	52.5
-57.5	52.5
137.5	72.5
57.5	52.5
82.5	52.5
87.5	52.5
-127.5	47.5
147.5	72.5
-77.5	82.5
157.5	-72.5
127.5	37.5
17.5	77.5
-72.5	-12.5
82.5	27.5
97.5	37.5
82.5	37.5
-77.5	-7.5
37.5	-2.5
-67.5	-17.5
-97.5	27.5
-102.5	32.5
117.5	27.5
122.5	32.5
112.5	22.5
112.5	37.5
117.5	32.5
112.5	27.5
117.5	22.5
42.5	-22.5
