-177.5	-47.5
-177.5	-42.5
-177.5	-37.5
-177.5	-32.5
-177.5	-27.5
-177.5	-22.5
-177.5	-17.5
-177.5	-12.5
-177.5	-7.5
-177.5	-2.5
-177.5	2.5
-177.5	7.5
-177.5	12.5
-177.5	17.5
-177.5	22.5
-177.5	27.5
-177.5	32.5
-177.5	37.5
-177.5	42.5
-177.5	47.5
-177.5	52.5
-177.5	57.5
-177.5	62.5
-177.5	67.5
-177.5	72.5
-172.5	-52.5
-172.5	-47.5
-172.5	-42.5
-172.5	-37.5
-172.5	-32.5
-172.5	-27.5
-172.5	-22.5
-172.5	-17.5
-172.5	-12.5
-172.5	-7.5
-172.5	-2.5
-172.5	2.5
-172.5	7.5
-172.5	12.5
-172.5	17.5
-172.5	22.5
-172.5	27.5
-172.5	32.5
-172.5	37.5
-172.5	42.5
-172.5	47.5
-172.5	52.5
-172.5	57.5
-172.5	62.5
-167.5	-52.5
-167.5	-47.5
-167.5	-42.5
-167.5	-37.5
-167.5	-32.5
-167.5	-27.5
-167.5	-22.5
-167.5	-17.5
-167.5	-12.5
-167.5	-7.5
-167.5	-2.5
-167.5	2.5
-167.5	7.5
-167.5	12.5
-167.5	17.5
-167.5	22.5
-167.5	27.5
-167.5	32.5
-167.5	37.5
-167.5	42.5
-167.5	47.5
-167.5	52.5
-167.5	57.5
-167.5	62.5
-167.5	67.5
-162.5	-52.5
-162.5	-47.5
-162.5	-42.5
-162.5	-37.5
-162.5	-32.5
-162.5	-27.5
-162.5	-22.5
-162.5	-17.5
-162.5	-12.5
-162.5	-7.5
-162.5	-2.5
-162.5	2.5
-162.5	7.5
-162.5	12.5
-162.5	17.5
-162.5	22.5
-162.5	27.5
-162.5	32.5
-162.5	37.5
-162.5	42.5
-162.5	47.5
-162.5	52.5
-162.5	57.5
-162.5	62.5
-162.5	67.5
-157.5	-52.5
-157.5	-47.5
-157.5	-42.5
-157.5	-37.5
-157.5	-32.5
-157.5	-27.5
-157.5	-22.5
-157.5	-17.5
-157.5	-12.5
-157.5	-7.5
-157.5	-2.5
-157.5	2.5
-157.5	7.5
-157.5	12.5
-157.5	17.5
-157.5	22.5
-157.5	27.5
-157.5	32.5
-157.5	37.5
-157.5	42.5
-157.5	47.5
-157.5	52.5
-157.5	57.5
-157.5	62.5
-157.5	72.5
-152.5	-52.5
-152.5	-47.5
-152.5	-42.5
-152.5	-37.5
-152.5	-32.5
-152.5	-27.5
-152.5	-22.5
-152.5	-17.5
-152.5	-12.5
-152.5	-7.5
-152.5	-2.5
-152.5	2.5
-152.5	7.5
-152.5	12.5
-152.5	17.5
-152.5	22.5
-152.5	27.5
-152.5	32.5
-152.5	37.5
-152.5	42.5
-152.5	47.5
-152.5	52.5
-152.5	57.5
-152.5	62.5
-152.5	67.5
-147.5	-52.5
-147.5	-47.5
-147.5	-42.5
-147.5	-37.5
-147.5	-32.5
-147.5	-27.5
-147.5	-22.5
-147.5	-17.5
-147.5	-12.5
-147.5	-7.5
-147.5	-2.5
-147.5	2.5
-147.5	7.5
-147.5	12.5
-147.5	17.5
-147.5	22.5
-147.5	27.5
-147.5	32.5
-147.5	37.5
-147.5	42.5
-147.5	47.5
-147.5	52.5
-147.5	57.5
-147.5	62.5
-142.5	-52.5
-142.5	-47.5
-142.5	-42.5
-142.5	-37.5
-142.5	-32.5
-142.5	-27.5
-142.5	-22.5
-142.5	-17.5
-142.5	-12.5
-142.5	-7.5
-142.5	-2.5
-142.5	2.5
-142.5	7.5
-142.5	12.5
-142.5	17.5
-142.5	22.5
-142.5	27.5
-142.5	32.5
-142.5	37.5
-142.5	42.5
-142.5	47.5
-142.5	52.5
-142.5	57.5
-142.5	62.5
-142.5	67.5
-142.5	72.5
-137.5	-52.5
-137.5	-47.5
-137.5	-42.5
-137.5	-37.5
-137.5	-32.5
-137.5	-27.5
-137.5	-22.5
-137.5	-17.5
-137.5	-12.5
-137.5	-7.5
-137.5	-2.5
-137.5	2.5
-137.5	7.5
-137.5	12.5
-137.5	17.5
-137.5	22.5
-137.5	27.5
-137.5	32.5
-137.5	37.5
-137.5	42.5
-137.5	47.5
-137.5	52.5
-137.5	57.5
-137.5	62.5
-137.5	67.5
-132.5	-52.5
-132.5	-47.5
-132.5	-42.5
-132.5	-37.5
-132.5	-32.5
-132.5	-27.5
-132.5	-22.5
-132.5	-17.5
-132.5	-12.5
-132.5	-7.5
-132.5	-2.5
-132.5	2.5
-132.5	7.5
-132.5	12.5
-132.5	17.5
-132.5	22.5
-132.5	27.5
-132.5	32.5
-132.5	37.5
-132.5	42.5
-132.5	47.5
-132.5	52.5
-132.5	57.5
-132.5	62.5
-132.5	67.5
-127.5	-52.5
-127.5	-47.5
-127.5	-42.5
-127.5	-37.5
-127.5	-32.5
-127.5	-27.5
-127.5	-22.5
-127.5	-17.5
-127.5	-12.5
-127.5	-7.5
-127.5	-2.5
-127.5	2.5
-127.5	7.5
-127.5	12.5
-127.5	17.5
-127.5	22.5
-127.5	27.5
-127.5	32.5
-127.5	37.5
-127.5	42.5
-127.5	47.5
-127.5	52.5
-127.5	57.5
-127.5	62.5
-127.5	67.5
-127.5	72.5
-122.5	-52.5
-122.5	-47.5
-122.5	-42.5
-122.5	-37.5
-122.5	-32.5
-122.5	-27.5
-122.5	-22.5
-122.5	-17.5
-122.5	-12.5
-122.5	-7.5
-122.5	-2.5
-122.5	2.5
-122.5	7.5
-122.5	12.5
-122.5	17.5
-122.5	22.5
-122.5	27.5
-122.5	32.5
-122.5	37.5
-122.5	42.5
-122.5	47.5
-122.5	52.5
-122.5	57.5
-122.5	62.5
-117.5	-52.5
-117.5	-47.5
-117.5	-42.5
-117.5	-37.5
-117.5	-32.5
-117.5	-27.5
-117.5	-22.5
-117.5	-17.5
-117.5	-12.5
-117.5	-7.5
-117.5	-2.5
-117.5	2.5
-117.5	7.5
-117.5	12.5
-117.5	17.5
-117.5	22.5
-117.5	27.5
-117.5	32.5
-117.5	37.5
-117.5	42.5
-117.5	47.5
-117.5	52.5
-117.5	57.5
-117.5	62.5
-117.5	67.5
-117.5	77.5
-112.5	-52.5
-112.5	-47.5
-112.5	-42.5
-112.5	-37.5
-112.5	-32.5
-112.5	-27.5
-112.5	-22.5
-112.5	-17.5
-112.5	-12.5
-112.5	-7.5
-112.5	-2.5
-112.5	2.5
-112.5	7.5
-112.5	12.5
-112.5	17.5
-112.5	22.5
-112.5	27.5
-112.5	32.5
-112.5	37.5
-112.5	42.5
-112.5	47.5
-112.5	52.5
-112.5	57.5
-112.5	62.5
-112.5	67.5
-107.5	-52.5
-107.5	-47.5
-107.5	-42.5
-107.5	-37.5
-107.5	-32.5
-107.5	-27.5
-107.5	-22.5
-107.5	-17.5
-107.5	-12.5
-107.5	-7.5
-107.5	-2.5
-107.5	2.5
-107.5	7.5
-107.5	12.5
-107.5	17.5
-107.5	22.5
-107.5	27.5
-107.5	32.5
-107.5	37.5
-107.5	42.5
-107.5	47.5
-107.5	52.5
-107.5	57.5
-107.5	62.5
-107.5	67.5
-102.5	-52.5
-102.5	-47.5
-102.5	-42.5
-102.5	-37.5
-102.5	-32.5
-102.5	-27.5
-102.5	-22.5
-102.5	-17.5
-102.5	-12.5
-102.5	-7.5
-102.5	-2.5
-102.5	2.5
-102.5	7.5
-102.5	12.5
-102.5	17.5
-102.5	22.5
-102.5	27.5
-102.5	32.5
-102.5	37.5
-102.5	42.5
-102.5	47.5
-102.5	52.5
-102.5	57.5
-102.5	62.5
-102.5	77.5
-97.5	-57.5
-97.5	-52.5
-97.5	-47.5
-97.5	-42.5
-97.5	-37.5
-97.5	-32.5
-97.5	-27.5
-97.5	-22.5
-97.5	-17.5
-97.5	-12.5
-97.5	-7.5
-97.5	-2.5
-97.5	2.5
-97.5	7.5
-97.5	12.5
-97.5	17.5
-97.5	22.5
-97.5	27.5
-97.5	32.5
-97.5	37.5
-97.5	42.5
-97.5	47.5
-97.5	52.5
-97.5	57.5
-97.5	62.5
-92.5	-57.5
-92.5	-52.5
-92.5	-47.5
-92.5	-42.5
-92.5	-37.5
-92.5	-32.5
-92.5	-27.5
-92.5	-22.5
-92.5	-17.5
-92.5	-12.5
-92.5	-7.5
-92.5	-2.5
-92.5	2.5
-92.5	7.5
-92.5	12.5
-92.5	17.5
